iteration,scaler,n_features,features,n_clusters,silhouette,calinski_harabasz,davies_bouldin
45,Standard,9,"['macd_diff_lqd_spy', 'sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread', 'commod_trend_strength', 'glob_eq_vol_skew']",4,0.38835409283638,1623.784912109375,1.0279666035722064
68,Robust,6,"['rsi_diff_qqq_spy', 'commod_momentum_slope', 'commod_trend_strength', 'sector_ma_ratio_spread', 'eq_idx_ret5d_mean', 'macd_diff_lqd_spy']",3,0.388314813375473,1575.5806884765625,1.05553325745886
45,Robust,9,"['macd_diff_lqd_spy', 'sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread', 'commod_trend_strength', 'glob_eq_vol_skew']",3,0.38828763365745544,1322.78857421875,1.0929255473217168
72,Standard,6,"['glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'eq_idx_ret5d_mean', 'sector_momentum_dispersion']",3,0.38828200101852417,1587.306396484375,0.9029780029828713
53,Robust,7,"['eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion']",3,0.3882431089878082,1828.0341796875,1.1060801044527775
103,Standard,6,"['eq_idx_ret5d_mean', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'rsi_diff_qqq_spy']",3,0.3876975178718567,1707.9141845703125,0.9314480015710472
129,Robust,8,"['macd_diff_lqd_spy', 'eq_idx_macd_diff_mean', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'rsi_diff_qqq_spy']",3,0.38757598400115967,1613.47216796875,1.0602502738346509
198,Standard,8,"['glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_rsi_mean', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy']",4,0.38702982664108276,1820.1756591796875,1.0064310964887215
162,Robust,8,"['glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'glob_eq_rsi_mean', 'rsi_diff_qqq_spy']",3,0.3867117464542389,1355.2181396484375,1.0247758547211137
157,Standard,5,"['usd_vs_fxe_fxy_trend', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean']",3,0.38657641410827637,1607.38623046875,1.0221430615963156
118,Standard,9,"['usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'sector_momentum_dispersion', 'glob_eq_vol_skew']",4,0.38646456599235535,2916.257080078125,0.9491351781080362
177,Standard,9,"['glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'commod_momentum_slope']",3,0.3863874077796936,1496.9898681640625,0.9586297892892587
188,Standard,8,"['commod_momentum_slope', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'eq_idx_macd_diff_mean', 'commod_trend_strength']",3,0.38630953431129456,1906.2149658203125,1.0176004975677824
184,Robust,5,"['commod_trend_strength', 'sector_momentum_dispersion', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy']",4,0.3862423300743103,1827.1552734375,0.999831573399492
130,Robust,7,"['macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std']",3,0.3861742317676544,1940.8712158203125,1.0875124924685744
180,Standard,7,"['sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'glob_eq_vol_skew', 'sector_momentum_dispersion']",4,0.38599568605422974,1864.9659423828125,1.046324989762478
106,Standard,9,"['glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'sector_momentum_dispersion', 'glob_eq_vol_skew', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend']",4,0.3857046961784363,1764.6248779296875,1.0125916927673275
188,Robust,8,"['commod_momentum_slope', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'eq_idx_macd_diff_mean', 'commod_trend_strength']",3,0.3852671682834625,1573.27099609375,1.0563163854784765
174,Robust,10,"['rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread']",4,0.3848186731338501,1439.302978515625,0.9454376746118951
69,Robust,10,"['rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'commod_trend_strength', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'glob_eq_vol_skew']",4,0.3848136067390442,1504.301513671875,1.11853362264148
167,Standard,9,"['eq_idx_macd_diff_mean', 'commod_momentum_slope', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend']",3,0.3847799003124237,1679.64697265625,0.9438244210677064
20,Standard,5,"['sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'usd_vs_fxe_fxy_trend', 'sector_momentum_dispersion', 'macd_diff_lqd_spy']",3,0.38470593094825745,1933.43212890625,1.1873781767851512
161,Robust,9,"['sector_momentum_dispersion', 'glob_eq_vol_skew', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean']",4,0.3846012353897095,1576.7352294921875,0.9598079317132977
186,Standard,5,"['commod_trend_strength', 'commod_momentum_slope', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'usd_vs_fxe_fxy_trend']",3,0.38450151681900024,2047.284423828125,1.1421125095265627
94,Robust,8,"['commod_momentum_slope', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'commod_trend_strength']",4,0.38423362374305725,1423.3055419921875,1.031230238799814
183,Robust,6,"['rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'macd_diff_lqd_spy', 'commod_momentum_slope']",3,0.38399094343185425,2001.6060791015625,1.0513563664552643
152,Standard,9,"['glob_eq_vol_skew', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean']",4,0.3837278485298157,1320.0064697265625,0.9974272721742977
161,Robust,9,"['sector_momentum_dispersion', 'glob_eq_vol_skew', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean']",3,0.3835165202617645,1441.656982421875,0.8484226882991345
30,Robust,8,"['sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread']",3,0.3828183710575104,1503.6307373046875,0.9948268412948945
75,Standard,7,"['commod_momentum_slope', 'eq_idx_ret5d_mean', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion']",3,0.382519006729126,1652.2271728515625,0.9985168293699195
57,Standard,7,"['usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'commod_trend_strength', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion']",3,0.3823232650756836,2324.1435546875,1.051794622716604
57,Robust,7,"['usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'commod_trend_strength', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion']",4,0.38223797082901,2204.13623046875,1.1428363356074842
34,Standard,10,"['sector_momentum_dispersion', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'commod_momentum_slope', 'macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'commod_trend_strength']",4,0.38197827339172363,1504.59716796875,0.9118382190078198
182,Robust,10,"['glob_eq_ret20d_std', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'glob_eq_rsi_mean', 'sector_momentum_dispersion']",4,0.38165387511253357,1426.088623046875,0.9983439575928239
11,Standard,7,"['usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'sector_momentum_dispersion']",4,0.3815373182296753,1980.8280029296875,1.030404924757136
36,Standard,10,"['glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew', 'macd_diff_lqd_spy', 'commod_trend_strength']",4,0.38141950964927673,1524.331787109375,1.2788671195685033
181,Robust,6,"['commod_momentum_slope', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread']",3,0.3813135623931885,1397.0189208984375,0.9540680006665353
176,Robust,6,"['commod_trend_strength', 'sector_ma_ratio_spread', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'rsi_diff_qqq_spy', 'glob_eq_rsi_mean']",4,0.38125625252723694,1445.5526123046875,1.141686159332155
58,Standard,9,"['rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'commod_momentum_slope', 'glob_eq_vol_skew', 'commod_trend_strength', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend']",3,0.38123801350593567,1296.621337890625,1.1101191734395617
98,Standard,7,"['sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy']",3,0.38115885853767395,1571.6632080078125,1.1019455552808204
104,Standard,6,"['sector_momentum_dispersion', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'commod_momentum_slope', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean']",3,0.38095179200172424,1356.1995849609375,1.0737170569376644
179,Standard,10,"['macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'sector_momentum_dispersion', 'sector_ma_ratio_spread', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'glob_eq_ret20d_std', 'commod_trend_strength', 'rsi_diff_qqq_spy']",3,0.38083434104919434,1612.6163330078125,1.0424982112949792
183,Robust,6,"['rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'macd_diff_lqd_spy', 'commod_momentum_slope']",4,0.38076096773147583,2033.3204345703125,1.0670422561609838
161,Standard,9,"['sector_momentum_dispersion', 'glob_eq_vol_skew', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean']",4,0.38071373105049133,1521.7520751953125,0.8857456331979106
167,Robust,9,"['eq_idx_macd_diff_mean', 'commod_momentum_slope', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend']",3,0.3805009722709656,1389.5125732421875,1.0157256511674184
61,Standard,7,"['eq_idx_macd_diff_mean', 'commod_momentum_slope', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'commod_trend_strength', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend']",4,0.3798839747905731,1394.5888671875,0.8215432205997437
109,Standard,8,"['sector_ma_ratio_spread', 'commod_momentum_slope', 'sector_momentum_dispersion', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy']",3,0.3798642158508301,2498.791748046875,1.2727667111961793
96,Robust,6,"['macd_diff_lqd_spy', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend']",3,0.3798425495624542,1811.345458984375,1.2712104594783498
175,Standard,9,"['macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'sector_momentum_dispersion', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'commod_momentum_slope', 'rsi_diff_qqq_spy']",4,0.37973567843437195,1349.8438720703125,0.86802051851824
154,Robust,6,"['sector_ma_ratio_spread', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'glob_eq_vol_skew']",4,0.37925946712493896,1457.0777587890625,0.9731698898110644
95,Robust,5,"['sector_momentum_dispersion', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'commod_momentum_slope']",3,0.37908148765563965,1192.951171875,1.1455651999261212
153,Standard,8,"['glob_eq_ret20d_std', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'macd_diff_lqd_spy', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean']",3,0.3787105679512024,1292.67626953125,0.9364671633799809
127,Standard,9,"['macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread']",4,0.3785944879055023,1674.677001953125,0.8139339426603028
105,Robust,8,"['eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean', 'sector_momentum_dispersion']",3,0.3783706724643707,1422.560546875,1.0731938113669857
59,Robust,5,"['glob_eq_vol_skew', 'glob_eq_rsi_mean', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'sector_momentum_dispersion']",4,0.37803754210472107,1330.1627197265625,0.911112508386504
32,Standard,6,"['usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'glob_eq_vol_skew', 'sector_ma_ratio_spread', 'sector_momentum_dispersion']",4,0.3776654601097107,2258.8818359375,1.121978748936972
10,Robust,9,"['commod_momentum_slope', 'sector_ma_ratio_spread', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew', 'macd_diff_lqd_spy']",4,0.377625435590744,1524.731689453125,1.1768629446286125
146,Robust,8,"['macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend']",3,0.37758705019950867,1524.5350341796875,1.054973801272799
128,Robust,5,"['glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'glob_eq_vol_skew', 'macd_diff_lqd_spy', 'commod_momentum_slope']",3,0.3775571286678314,2075.3115234375,1.1211674530394886
43,Robust,10,"['commod_momentum_slope', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean']",3,0.3771936893463135,1369.108642578125,0.9981754559721998
97,Standard,9,"['usd_vs_fxe_fxy_trend', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'commod_trend_strength']",4,0.3771115839481354,1834.99560546875,1.193184127920909
109,Robust,8,"['sector_ma_ratio_spread', 'commod_momentum_slope', 'sector_momentum_dispersion', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy']",3,0.3769505023956299,1585.611083984375,0.8450389433838897
135,Robust,8,"['commod_trend_strength', 'sector_momentum_dispersion', 'glob_eq_ret20d_std', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread', 'commod_momentum_slope', 'macd_diff_lqd_spy']",3,0.37666431069374084,1556.676513671875,1.1082002590353672
166,Standard,8,"['macd_diff_lqd_spy', 'commod_trend_strength', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean']",3,0.37657633423805237,1469.1307373046875,1.0304145507247808
11,Robust,7,"['usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'sector_momentum_dispersion']",4,0.3765448331832886,1562.80126953125,0.9043211933415167
54,Robust,6,"['glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'commod_momentum_slope', 'commod_trend_strength', 'macd_diff_lqd_spy', 'eq_idx_macd_diff_mean']",4,0.37653648853302,1718.2054443359375,1.115333724302853
116,Robust,6,"['glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean']",3,0.3763503432273865,1660.2032470703125,1.1485072119316382
125,Standard,6,"['commod_momentum_slope', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'commod_trend_strength', 'sector_ma_ratio_spread']",4,0.3759476840496063,1992.0782470703125,1.0735031483968904
151,Robust,9,"['glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'commod_trend_strength', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'eq_idx_ret5d_mean']",3,0.37578848004341125,1364.8282470703125,1.0901760083787495
152,Robust,9,"['glob_eq_vol_skew', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean']",3,0.37556198239326477,1185.349853515625,1.1219915599536665
198,Standard,8,"['glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_rsi_mean', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy']",3,0.37546494603157043,1922.923583984375,1.1746166588456484
120,Standard,7,"['commod_momentum_slope', 'glob_eq_ret20d_std', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread']",4,0.37523648142814636,1360.9742431640625,1.015734178027877
5,Standard,10,"['rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'commod_trend_strength', 'macd_diff_lqd_spy', 'sector_momentum_dispersion']",3,0.3751319348812103,1482.54296875,1.0444447334185336
173,Robust,9,"['macd_diff_lqd_spy', 'commod_momentum_slope', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend']",4,0.37468209862709045,1501.059814453125,1.1439570894636573
63,Robust,7,"['macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'glob_eq_rsi_mean']",3,0.3746468722820282,1212.9588623046875,1.091992966975342
24,Robust,8,"['usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'sector_ma_ratio_spread', 'commod_momentum_slope', 'sector_momentum_dispersion', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean']",4,0.374595046043396,1435.469482421875,0.9023414081095599
67,Robust,10,"['macd_diff_lqd_spy', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_vol_skew', 'sector_ma_ratio_spread', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean']",4,0.37446320056915283,1338.9779052734375,0.9461385776016797
17,Robust,5,"['commod_momentum_slope', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend']",3,0.3742678463459015,1592.7073974609375,1.0660360695510953
110,Robust,5,"['sector_momentum_dispersion', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_ret20d_std', 'glob_eq_vol_skew']",3,0.3741493821144104,1792.0194091796875,1.145403552880694
18,Robust,5,"['glob_eq_rsi_mean', 'sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread', 'glob_eq_vol_skew']",3,0.3739328682422638,1738.1265869140625,1.0197239677719132
156,Standard,9,"['commod_trend_strength', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'commod_momentum_slope']",4,0.37387749552726746,1405.724853515625,0.9464851532827568
73,Robust,8,"['sector_momentum_dispersion', 'sector_ma_ratio_spread', 'glob_eq_vol_skew', 'commod_trend_strength', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend']",4,0.37378978729248047,1530.815185546875,1.1392486541211237
151,Robust,9,"['glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'commod_trend_strength', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'eq_idx_ret5d_mean']",4,0.37362682819366455,1361.477783203125,1.1852043111011483
199,Standard,7,"['glob_eq_vol_skew', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'glob_eq_rsi_mean', 'commod_trend_strength']",4,0.373140811920166,1502.785400390625,1.107777686511144
157,Robust,5,"['usd_vs_fxe_fxy_trend', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean']",3,0.37279611825942993,1418.750732421875,1.1990755703067366
158,Standard,9,"['commod_trend_strength', 'sector_momentum_dispersion', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy']",4,0.3727443516254425,1415.9984130859375,1.0509341158131145
86,Standard,10,"['glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean', 'commod_trend_strength', 'glob_eq_vol_skew', 'macd_diff_lqd_spy', 'commod_momentum_slope', 'eq_idx_ret5d_mean']",4,0.37258002161979675,1557.0233154296875,1.0393334705834638
